urn	image_name	rights	caption	description	creator	date	folio_page	contains_urn	edited_by
"urn:cite:perseus:flcimg.114.1"	"LAW.114.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"114"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.115.1"	"LAW.115.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"115"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.116.1"	"LAW.116.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"116"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.117.1"	"LAW.117.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"117"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.118.1"	"LAW.118.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"118"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.119.1"	"LAW.119.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"119"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.120.1"	"LAW.120.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"120"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.121.1"	"LAW.121.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"121"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.122.1"	"LAW.122.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"122"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.123.1"	"LAW.123.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"123"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.124.1"	"LAW.124.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"124"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.125.1"	"LAW.125.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"125"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.126.1"	"LAW.126.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"126"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.127.1"	"LAW.127.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"127"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.128.1"	"LAW.128.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"128"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.129.1"	"LAW.129.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"129"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.130.1"	"LAW.130.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"130"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.131.1"	"LAW.131.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"131"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.132.1"	"LAW.132.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"132"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.133.1"	"LAW.133.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"133"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.134.1"	"LAW.134.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"134"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.135.1"	"LAW.135.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"135"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.136.1"	"LAW.136.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"136"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.137.1"	"LAW.137.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"137"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.138.1"	"LAW.138.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"138"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.139.1"	"LAW.139.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"139"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.140.1"	"LAW.140.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"140"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.141.1"	"LAW.141.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"141"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.142.1"	"LAW.142.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"142"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.143.1"	"LAW.143.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"143"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.144.1"	"LAW.144.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"144"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.145.1"	"LAW.145.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"145"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.146.1"	"LAW.146.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"146"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.147.1"	"LAW.147.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"147"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.148.1"	"LAW.148.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"148"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.149.1"	"LAW.149.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"149"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.150.1"	"LAW.150.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"150"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.151.1"	"LAW.151.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"151"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.152.1"	"LAW.152.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"152"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.153.1"	"LAW.153.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"153"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.154.1"	"LAW.154.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"154"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.155.1"	"LAW.155.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"155"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.156.1"	"LAW.156.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"156"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.157.1"	"LAW.157.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"157"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.158.1"	"LAW.158.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"158"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.159.1"	"LAW.159.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"159"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.160.1"	"LAW.160.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"160"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.161.1"	"LAW.161.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"161"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.162.1"	"LAW.162.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"162"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.163.1"	"LAW.163.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"163"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.164.1"	"LAW.164.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"164"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.165.1"	"LAW.165.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"165"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.166.1"	"LAW.166.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"166"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.167.1"	"LAW.167.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"167"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.168.1"	"LAW.168.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"168"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.169.1"	"LAW.169.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"169"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.170.1"	"LAW.170.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"170"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.171.1"	"LAW.171.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"171"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.172.1"	"LAW.172.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"172"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.173.1"	"LAW.173.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"173"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.174.1"	"LAW.174.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"174"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.175.1"	"LAW.175.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"175"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.176.1"	"LAW.176.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"176"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.177.1"	"LAW.177.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"177"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.178.1"	"LAW.178.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"178"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.179.1"	"LAW.179.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"179"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.180.1"	"LAW.180.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"180"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.181.1"	"LAW.181.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"181"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.182.1"	"LAW.182.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"182"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.183.1"	"LAW.183.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"183"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.184.1"	"LAW.184.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"184"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.185.1"	"LAW.185.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"185"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.186.1"	"LAW.186.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"186"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.187.1"	"LAW.187.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"187"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.188.1"	"LAW.188.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"188"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.189.1"	"LAW.189.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"189"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.190.1"	"LAW.190.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"190"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.191.1"	"LAW.191.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"191"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.192.1"	"LAW.192.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"192"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.193.1"	"LAW.193.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"193"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.194.1"	"LAW.194.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"194"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.195.1"	"LAW.195.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"195"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.196.1"	"LAW.196.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"196"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.197.1"	"LAW.197.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"197"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.198.1"	"LAW.198.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"198"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.199.1"	"LAW.199.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"199"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.200.1"	"LAW.200.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"200"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.201.1"	"LAW.201.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"201"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.202.1"	"LAW.202.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"202"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.203.1"	"LAW.203.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"203"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.204.1"	"LAW.204.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"204"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.205.1"	"LAW.205.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"205"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.206.1"	"LAW.206.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"206"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.207.1"	"LAW.207.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"207"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.208.1"	"LAW.208.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"208"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.209.1"	"LAW.209.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"209"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.210.1"	"LAW.210.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"210"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.211.1"	"LAW.211.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"211"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.212.1"	"LAW.212.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"212"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.213.1"	"LAW.213.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"213"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.214.1"	"LAW.214.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"214"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.215.1"	"LAW.215.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"215"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.216.1"	"LAW.216.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"216"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.217.1"	"LAW.217.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"217"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.218.1"	"LAW.218.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"218"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.219.1"	"LAW.219.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"219"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.220.1"	"LAW.220.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"220"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.221.1"	"LAW.221.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"221"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.222.1"	"LAW.222.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"222"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.223.1"	"LAW.223.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"223"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.224.1"	"LAW.224.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"224"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.225.1"	"LAW.225.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"225"	""	"Bridget Almas <balmas@gmail.com>"
"urn:cite:perseus:flcimg.226.1"	"LAW.226.tif"	"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."	""	""	"Tisch Library, Tufts University"	"2013-10-01"	"226"	""	"Bridget Almas <balmas@gmail.com>"
